"SITE_ID","YEAR","WEEK","DATEON","DATEOFF","SO2_CONC","SO4_CONC","NO3_CONC","HNO3_CONC","TNO3_CONC","NH4_CONC","CA_CONC","NA_CONC","MG_CONC","K_CONC","CL_CONC"
"CON186","2010.0","49.0","11/30/2010 09:00:00","12/07/2010 08:00:00","0.082","0.099","0.052","0.154","0.204","0.042","0.02","0.011","0.003","0.01","0.014"
"CON186","2010.0","48.0","11/23/2010 09:00:00","11/30/2010 08:00:00","0.165","0.273","0.494","0.323","0.811","0.137","0.064","0.086","0.026","0.016","0.029"
"CON186","2006.0","48.0","11/28/2006 09:00:00","12/05/2006 08:00:00","0.164","0.369","0.139","0.192","0.329","0.125","0.077","0.059","0.02","0.015","0.045"
"CON186","2005.0","48.0","11/29/2005 09:00:00","12/06/2005 08:00:00","0.23","0.215","0.162","0.689","0.84","0.08","0.046","0.024","0.014","0.01","0.014"
"CON186","2003.0","45.0","11/04/2003 09:00:00","11/11/2003 08:00:00","0.262","0.454","2.693","1.541","4.21","0.78","0.154","0.055","0.018","0.031","0.015"
"CON186","2005.0","44.0","11/01/2005 09:00:00","11/08/2005 08:00:00","0.326","0.937","0.744","2.202","2.911","0.408","0.163","0.06","0.023","0.029","0.015"
"CON186","2007.0","45.0","11/06/2007 09:00:00","11/13/2007 08:00:00","0.391","1.227","1.588","2.295","3.846","0.673","0.234","0.098","0.032","0.037","0.014"
"CON186","2005.0","46.0","11/15/2005 09:00:00","11/22/2005 08:00:00","0.131","0.192","0.055","0.274","0.325","0.074","0.058","0.012","0.007","0.01","0.014"
"CON186","2003.0","46.0","11/11/2003 09:00:00","11/18/2003 08:00:00","0.138","0.357","0.479","0.863","1.328","0.196","0.045","0.058","0.01","0.013","0.014"
"CON186","2004.0","46.0","11/09/2004 09:00:00","11/16/2004 08:00:00","0.225","0.703","0.347","1.184","1.512","0.282","0.075","0.032","0.011","0.017","0.015"
"CON186","2004.0","49.0","11/30/2004 09:00:00","12/07/2004 08:00:00","0.176","0.443","0.475","0.422","0.89","0.222","0.053","0.048","0.015","0.015","0.019"
"CON186","2010.0","45.0","11/02/2010 09:00:00","11/09/2010 08:00:00","0.157","0.383","0.562","0.589","1.141","0.206","0.13","0.06","0.02","0.026","0.014"
"CON186","2009.0","45.0","11/03/2009 09:00:00","11/10/2009 08:00:00","0.225","0.583","0.648","2.398","3.008","0.298","0.123","0.052","0.019","0.049","0.016"
"CON186","2003.0","47.0","11/18/2003 09:00:00","11/25/2003 08:00:00","0.197","0.326","0.552","0.867","1.406","0.178","0.098","0.051","0.015","0.017","0.014"
"CON186","2009.0","52.0","12/22/2009 09:00:00","12/29/2009 08:00:00","0.145","0.206","0.28","0.196","0.473","0.079","0.08","0.049","0.022","0.014","0.025"
"CON186","2006.0","50.0","12/12/2006 09:00:00","12/19/2006 08:00:00","0.162","0.325","0.903","0.41","1.307","0.242","0.087","0.08","0.018","0.017","0.024"
"CON186","2010.0","50.0","12/07/2010 09:00:00","12/14/2010 08:00:00","0.075","0.049","0.025","0.123","0.145","0.032","0.006","0.004","0.002","0.006","0.014"
"CON186","2004.0","51.0","12/14/2004 09:00:00","12/21/2004 08:00:00","0.141","0.18","0.17","0.356","0.52","0.054","0.083","0.03","0.022","0.013","0.017"
"CON186","2007.0","52.0","12/25/2007 09:00:00","01/01/2008 08:00:00","0.198","0.235","0.357","0.315","0.667","0.088","0.133","0.065","0.022","0.026","0.026"
"CON186","2005.0","52.0","12/27/2005 09:00:00","01/03/2006 08:00:00","0.12","0.216","0.251","0.751","0.99","0.098","0.032","0.042","0.008","0.01","0.014"
"CON186","2009.0","49.0","12/01/2009 09:00:00","12/08/2009 08:00:00","0.103","0.421","0.901","0.498","1.39","0.329","0.071","0.211","0.037","0.024","0.3"
"CON186","2003.0","49.0","12/02/2003 09:00:00","12/09/2003 08:00:00","0.189","0.26","0.746","0.762","1.495","0.25","0.085","0.031","0.012","0.015","0.014"
"CON186","2005.0","49.0","12/06/2005 09:00:00","12/13/2005 08:00:00","0.259","0.209","0.418","0.732","1.138","0.122","0.088","0.023","0.014","0.019","0.014"
"CON186","2006.0","52.0","12/26/2006 09:00:00","01/02/2007 08:00:00","0.25","0.419","0.418","0.59","0.998","0.143","0.192","0.105","0.041","0.033","0.03"
"CON186","2008.0","50.0","12/09/2008 09:00:00","12/16/2008 08:00:00","0.099","0.263","1.153","0.349","1.496","0.331","0.058","0.1","0.021","0.034","0.086"
"CON186","2009.0","50.0","12/08/2009 09:00:00","12/15/2009 08:00:00","0.075","0.241","0.556","0.427","0.976","0.115","0.031","0.142","0.021","0.017","0.047"
"CON186","2008.0","51.0","12/16/2008 09:00:00","12/23/2008 08:00:00","0.134","0.234","0.28","0.321","0.596","0.093","0.021","0.078","0.012","0.014","0.06"
"CON186","2008.0","49.0","12/02/2008 09:00:00","12/09/2008 08:00:00","0.16","0.507","1.43","0.89","2.305","0.418","0.171","0.135","0.026","0.031","0.019"
"CON186","2010.0","1.0","12/29/2009 09:00:00","01/05/2010 08:00:00","0.11","0.144","0.097","0.616","0.703","0.06","0.021","0.02","0.005","0.009","0.014"
"CON186","2003.0","52.0","12/23/2003 09:00:00","12/30/2003 08:00:00","0.133","0.215","0.319","0.442","0.754","0.125","0.031","0.045","0.011","0.012","0.014"
"CON186","2003.0","50.0","12/09/2003 09:00:00","12/16/2003 08:00:00","0.239","0.272","0.737","0.597","1.324","0.193","0.066","0.082","0.021","0.015","0.014"
"CON186","2004.0","53.0","12/28/2004 09:00:00","01/04/2005 08:00:00","0.071","0.19","0.28","0.104","0.383","0.092","0.021","0.078","0.009","0.008","0.056"
"CON186","2007.0","51.0","12/18/2007 09:00:00","12/25/2007 08:00:00","0.157","0.263","0.217","0.441","0.651","0.081","0.072","0.046","0.018","0.013","0.017"
"CON186","2010.0","51.0","12/14/2010 09:00:00","12/21/2010 08:00:00","0.069","0.123","0.558","0.448","0.999","0.178","0.02","0.011","0.003","0.007","0.014"
"CON186","2007.0","49.0","12/04/2007 09:00:00","12/11/2007 08:00:00","0.155","0.318","0.816","0.548","1.355","0.187","0.07","0.126","0.022","0.013","0.052"
"CON186","2004.0","52.0","12/21/2004 09:00:00","12/28/2004 08:00:00","0.211","0.27","0.407","0.234","0.637","0.102","0.097","0.066","0.024","0.02","0.028"
"CON186","2005.0","51.0","12/20/2005 09:00:00","12/27/2005 08:00:00","0.19","0.158","0.246","0.618","0.854","0.09","0.053","0.02","0.009","0.015","0.014"
"CON186","2006.0","51.0","12/19/2006 09:00:00","12/26/2006 08:00:00","0.195","0.364","0.137","0.428","0.558","0.131","0.054","0.03","0.011","0.011","0.014"
"CON186","2009.0","51.0","12/15/2009 09:00:00","12/22/2009 08:00:00","0.088","0.175","0.227","0.187","0.411","0.091","0.038","0.02","0.006","0.048","0.014"
"CON186","2009.0","1.0","12/30/2008 09:00:00","01/06/2009 08:00:00","0.147","0.201","1.226","0.591","1.807","0.363","0.063","0.032","0.014","0.018","0.015"
"CON186","2010.0","53.0","12/28/2010 09:00:00","01/04/2011 08:00:00","0.127","0.158","0.112","0.271","0.378","0.058","0.021","0.038","0.007","0.008","0.018"
"CON186","2006.0","49.0","12/05/2006 09:00:00","12/12/2006 08:00:00","0.191","0.299","0.364","0.447","0.804","0.086","0.084","0.086","0.019","0.021","0.028"
"CON186","2003.0","51.0","12/16/2003 09:00:00","12/23/2003 08:00:00","0.115","0.103","0.166","0.38","0.54","0.044","0.044","0.022","0.01","0.01","0.014"
"CON186","2010.0","52.0","12/21/2010 09:00:00","12/28/2010 08:00:00","0.098","0.096","0.056","0.214","0.266","0.041","0.02","0.015","0.007","0.008","0.014"
"CON186","2004.0","50.0","12/07/2004 09:00:00","12/14/2004 08:00:00","0.126","0.202","0.075","0.285","0.355","0.071","0.021","0.025","0.004","0.008","0.014"
"CON186","2008.0","52.0","12/23/2008 09:00:00","12/30/2008 08:00:00","0.126","0.203","0.283","0.348","0.626","0.055","0.031","0.118","0.021","0.013","0.063"
"CON186","2007.0","50.0","12/11/2007 09:00:00","12/18/2007 08:00:00","0.254","0.381","0.696","0.541","1.227","0.269","0.062","0.029","0.013","0.015","0.014"
"CON186","2004.0","1.0","12/30/2003 09:00:00","01/06/2004 08:00:00","0.185","0.249","0.242","0.339","0.576","0.098","0.044","0.058","0.013","0.014","0.015"
"CON186","2005.0","50.0","12/13/2005 09:00:00","12/20/2005 08:00:00","0.209","0.464","0.964","1.664","2.602","0.324","0.09","0.062","0.021","0.02","0.014"
"CON186","2009.0","3.0","01/13/2009 09:00:00","01/20/2009 08:00:00","0.187","0.201","0.035","0.257","0.288","0.087","0.036","0.007","0.004","0.011","0.014"
"CON186","2008.0","2.0","01/08/2008 09:00:00","01/15/2008 08:00:00","0.161","0.249","0.06","0.407","0.46","0.091","0.042","0.021","0.011","0.011","0.015"
"CON186","2004.0","2.0","01/06/2004 09:00:00","01/13/2004 08:00:00","0.156","0.227","0.107","0.386","0.487","0.099","0.058","0.025","0.006","0.014","0.014"
"CON186","2007.0","2.0","01/09/2007 09:00:00","01/16/2007 08:00:00","0.276","0.413","0.732","0.521","1.245","0.187","0.188","0.143","0.042","0.032","0.083"
"CON186","2005.0","2.0","01/11/2005 09:00:00","01/18/2005 08:00:00","0.127","0.14","0.086","0.191","0.274","0.037","0.036","0.04","0.01","0.011","0.034"
"CON186","2010.0","4.0","01/19/2010 09:00:00","01/26/2010 08:00:00","","","","","","","","","","",""
"CON186","2008.0","5.0","01/29/2008 09:00:00","02/05/2008 08:00:00","0.177","0.406","1.333","0.588","1.912","0.367","0.092","0.127","0.024","0.02","0.02"
"CON186","2011.0","1.0","01/04/2011 09:00:00","01/11/2011 08:00:00","","","","","","","","","","",""
"CON186","2006.0","2.0","01/10/2006 09:00:00","01/17/2006 08:00:00","0.203","0.372","0.594","0.401","0.989","0.086","0.276","0.112","0.046","0.043","0.052"
"CON186","2009.0","4.0","01/20/2009 09:00:00","01/27/2009 08:00:00","0.151","0.475","0.636","0.259","0.891","0.272","0.055","0.058","0.013","0.026","0.016"
"CON186","2009.0","5.0","01/27/2009 09:00:00","02/03/2009 08:00:00","0.111","0.145","0.095","0.13","0.223","0.051","0.065","0.026","0.015","0.022","0.014"
"CON186","2008.0","3.0","01/15/2008 09:00:00","01/22/2008 08:00:00","0.199","0.389","0.373","0.215","0.584","0.146","0.106","0.067","0.027","0.023","0.043"
"CON186","2007.0","5.0","01/30/2007 09:00:00","02/06/2007 08:00:00","0.168","0.325","0.326","1.035","1.344","0.159","0.068","0.047","0.018","0.02","0.014"
"CON186","2007.0","3.0","01/16/2007 09:00:00","01/23/2007 08:00:00","0.374","0.343","0.45","0.522","0.964","0.145","0.144","0.069","0.027","0.024","0.035"
"CON186","2006.0","4.0","01/24/2006 09:00:00","01/31/2006 08:00:00","0.373","0.691","3.369","1.38","4.727","0.878","0.249","0.19","0.047","0.039","0.014"
"CON186","2005.0","3.0","01/18/2005 09:00:00","01/25/2005 08:00:00","0.204","0.409","0.227","0.782","0.997","0.191","0.054","0.013","0.006","0.017","0.014"
"CON186","2006.0","5.0","01/31/2006 09:00:00","02/07/2006 08:00:00","0.179","0.359","0.334","1.305","1.618","0.121","0.087","0.077","0.016","0.019","0.014"
"CON186","2006.0","3.0","01/17/2006 09:00:00","01/24/2006 08:00:00","0.221","0.338","0.32","0.549","0.86","0.112","0.131","0.054","0.027","0.022","0.015"
"CON186","2004.0","5.0","01/27/2004 09:00:00","02/03/2004 08:00:00","0.274","0.551","3.93","1.203","5.114","1.13","0.137","0.133","0.03","0.027","0.054"
"CON186","2008.0","4.0","01/22/2008 09:00:00","01/29/2008 08:00:00","0.078","0.157","0.17","0.147","0.315","0.057","0.031","0.065","0.011","0.011","0.064"
"CON186","2007.0","4.0","01/23/2007 09:00:00","01/30/2007 08:00:00","0.309","0.341","1.327","0.884","2.198","0.372","0.141","0.059","0.025","0.033","0.014"
"CON186","2010.0","3.0","01/12/2010 09:00:00","01/19/2010 08:00:00","0.166","0.214","0.579","0.442","1.014","0.122","0.074","0.153","0.029","0.019","0.144"
"CON186","2004.0","3.0","01/13/2004 09:00:00","01/20/2004 08:00:00","0.258","0.405","1.996","0.691","2.676","0.613","0.13","0.044","0.019","0.026","0.016"
"CON186","2008.0","1.0","01/01/2008 09:00:00","01/08/2008 08:00:00","0.13","0.23","0.252","0.165","0.414","0.048","0.064","0.088","0.018","0.014","0.063"
"CON186","2006.0","1.0","01/03/2006 09:00:00","01/10/2006 08:00:00","0.17","0.282","0.16","0.266","0.421","0.068","0.293","0.075","0.043","0.04","0.034"
"CON186","2009.0","2.0","01/06/2009 09:00:00","01/13/2009 08:00:00","0.104","0.154","0.031","0.159","0.188","0.046","0.043","0.038","0.011","0.011","0.014"
"CON186","2010.0","5.0","01/26/2010 09:00:00","02/02/2010 08:00:00","","","","","","","","","","",""
"CON186","2010.0","2.0","01/05/2010 09:00:00","01/12/2010 08:00:00","0.11","0.128","0.04","0.275","0.31","0.057","0.023","0.004","0.003","0.006","0.014"
"CON186","2005.0","4.0","01/25/2005 09:00:00","02/01/2005 08:00:00","0.114","0.538","0.245","0.455","0.693","0.167","0.073","0.067","0.017","0.015","0.014"
"CON186","2004.0","4.0","01/20/2004 09:00:00","01/27/2004 08:00:00","0.241","0.647","2.001","1.017","3.002","0.672","0.116","0.064","0.025","0.02","0.014"
"CON186","2005.0","1.0","01/04/2005 09:00:00","01/11/2005 08:00:00","0.08","0.152","0.556","0.361","0.911","0.192","0.011","0.024","0.004","0.006","0.017"
"CON186","2007.0","1.0","01/02/2007 09:00:00","01/09/2007 08:00:00","0.18","0.36","0.261","0.501","0.754","0.104","0.231","0.078","0.03","0.025","0.016"
"CON186","2010.0","9.0","02/23/2010 09:00:00","03/02/2010 08:00:00","0.168","0.268","0.772","0.53","1.294","0.234","0.079","0.035","0.012","0.02","0.014"
"CON186","2009.0","9.0","02/24/2009 09:00:00","03/03/2009 08:00:00","0.193","0.621","0.525","1.922","2.417","0.251","0.116","0.083","0.021","0.027","0.014"
"CON186","2008.0","7.0","02/12/2008 09:00:00","02/19/2008 08:00:00","0.267","0.541","1.404","0.958","2.347","0.323","0.246","0.178","0.032","0.028","0.017"
"CON186","2007.0","6.0","02/06/2007 09:00:00","02/13/2007 08:00:00","0.181","0.38","2.016","1.316","3.311","0.594","0.117","0.1","0.025","0.025","0.107"
"CON186","2004.0","8.0","02/17/2004 09:00:00","02/24/2004 08:00:00","0.107","0.265","0.747","0.392","1.133","0.259","0.031","0.047","0.008","0.016","0.021"
"CON186","2005.0","5.0","02/01/2005 09:00:00","02/08/2005 08:00:00","0.216","0.574","0.794","0.485","1.272","0.306","0.088","0.105","0.022","0.017","0.05"
"CON186","2005.0","7.0","02/15/2005 09:00:00","02/22/2005 08:00:00","0.063","0.227","0.163","0.538","0.692","0.085","0.02","0.041","0.007","0.012","0.024"
"CON186","2005.0","6.0","02/08/2005 09:00:00","02/15/2005 08:00:00","0.099","0.429","0.991","0.798","1.776","0.408","0.037","0.037","0.008","0.014","0.015"
"CON186","2004.0","9.0","02/24/2004 09:00:00","03/02/2004 08:00:00","0.178","0.925","2.423","0.332","2.749","0.846","0.094","0.229","0.037","0.028","0.222"
"CON186","2006.0","8.0","02/21/2006 09:00:00","02/28/2006 08:00:00","0.247","0.474","1.54","1.025","2.549","0.456","0.179","0.045","0.031","0.038","0.018"
"CON186","2007.0","8.0","02/20/2007 09:00:00","02/27/2007 08:00:00","0.137","0.545","1.864","0.755","2.608","0.569","0.076","0.164","0.028","0.021","0.152"
"CON186","2008.0","9.0","02/26/2008 09:00:00","03/04/2008 08:00:00","0.253","0.496","0.792","1.353","2.123","0.253","0.165","0.103","0.023","0.024","0.019"
"CON186","2009.0","8.0","02/17/2009 09:00:00","02/24/2009 08:00:00","0.091","0.283","0.179","0.215","0.391","0.095","0.086","0.049","0.017","0.024","0.015"
"CON186","2006.0","7.0","02/14/2006 09:00:00","02/21/2006 08:00:00","0.242","0.688","2.508","0.419","2.92","0.659","0.148","0.371","0.06","0.04","0.293"
"CON186","2008.0","8.0","02/19/2008 09:00:00","02/26/2008 08:00:00","0.139","0.33","0.681","0.766","1.434","0.194","0.026","0.11","0.016","0.012","0.014"
"CON186","2009.0","7.0","02/10/2009 09:00:00","02/17/2009 08:00:00","0.111","0.281","1.141","0.463","1.596","0.323","0.047","0.108","0.018","0.031","0.059"
"CON186","2009.0","6.0","02/03/2009 09:00:00","02/10/2009 08:00:00","0.108","0.173","0.196","0.258","0.45","0.071","0.043","0.044","0.01","0.015","0.02"
"CON186","2010.0","6.0","02/02/2010 09:00:00","02/09/2010 08:00:00","0.109","0.529","1.691","0.562","2.244","0.612","0.044","0.097","0.016","0.023","0.069"
"CON186","2006.0","6.0","02/07/2006 09:00:00","02/14/2006 08:00:00","0.092","0.174","0.184","0.602","0.776","0.059","0.112","0.023","0.021","0.017","0.014"
"CON186","2004.0","7.0","02/10/2004 09:00:00","02/17/2004 08:00:00","0.277","0.217","0.546","0.719","1.253","0.133","0.091","0.03","0.018","0.019","0.014"
"CON186","2005.0","8.0","02/22/2005 09:00:00","03/01/2005 08:00:00","0.114","0.7","2.372","0.819","3.178","0.894","0.063","0.048","0.011","0.013","0.014"
"CON186","2010.0","7.0","02/09/2010 09:00:00","02/16/2010 08:00:00","0.135","0.465","0.138","0.468","0.598","0.173","0.115","0.044","0.019","0.035","0.015"
"CON186","2007.0","7.0","02/13/2007 09:00:00","02/20/2007 08:00:00","0.194","0.332","0.254","0.389","0.637","0.11","0.088","0.042","0.018","0.019","0.021"
"CON186","2007.0","9.0","02/27/2007 09:00:00","03/06/2007 08:00:00","0.185","0.396","0.235","0.376","0.605","0.139","0.074","0.062","0.021","0.02","0.025"
"CON186","2010.0","8.0","02/16/2010 09:00:00","02/23/2010 08:00:00","0.137","0.509","0.912","0.401","1.307","0.269","0.162","0.072","0.031","0.038","0.015"
"CON186","2008.0","6.0","02/05/2008 09:00:00","02/12/2008 08:00:00","0.108","0.175","0.106","0.367","0.468","0.069","0.05","0.018","0.008","0.01","0.014"
"CON186","2004.0","6.0","02/03/2004 09:00:00","02/10/2004 08:00:00","0.158","0.206","0.24","0.47","0.703","0.057","0.057","0.065","0.016","0.014","0.014"
"CON186","2006.0","9.0","02/28/2006 09:00:00","03/07/2006 08:00:00","0.253","0.388","1.892","0.731","2.612","0.485","0.098","0.148","0.03","0.025","0.021"
"LAV410","2004.0","14.0","03/30/2004 09:00:00","04/06/2004 08:00:00","0.194","0.831","0.601","0.302","0.898","0.304","0.097","0.151","0.028","0.028","0.025"
"LAV410","1999.0","13.0","03/23/1999 09:00:00","03/30/1999 08:00:00","0.145","0.371","0.165","0.126","0.289","0.102","","","","",""
"LAV410","2008.0","10.0","03/04/2008 09:00:00","03/11/2008 08:00:00","0.235","0.323","0.087","0.24","0.323","0.109","0.043","0.02","0.009","0.017","0.013"
"LAV410","2011.0","9.0","03/01/2011 09:00:00","03/08/2011 08:00:00","0.087","0.159","0.045","0.078","0.122","0.031","0.017","0.026","0.005","0.01","0.015"
"LAV410","2000.0","10.0","03/07/2000 09:00:00","03/14/2000 08:00:00","0.103","0.177","0.046","0.08","0.125","0.07","0.013","0.026","0.005","0.006",""
"LAV410","2005.0","9.0","03/01/2005 09:00:00","03/08/2005 08:00:00","0.101","0.252","0.036","0.241","0.273","0.091","0.027","0.016","0.006","0.012","0.014"
"LAV410","2013.0","10.0","03/05/2013 09:00:00","03/12/2013 08:00:00","0.131","0.281","0.135","0.083","0.216","0.092","0.065","0.081","0.016","0.014","0.045"
"LAV410","2005.0","10.0","03/08/2005 09:00:00","03/15/2005 08:00:00","0.158","0.508","0.112","0.153","0.263","0.152","0.112","0.146","0.017","0.027","0.014"
"LAV410","2000.0","12.0","03/21/2000 09:00:00","03/28/2000 08:00:00","0.312","0.892","1.034","0.765","1.787","0.418","0.065","0.187","0.026","0.034",""
"LAV410","2000.0","13.0","03/28/2000 09:00:00","04/04/2000 08:00:00","0.188","0.714","0.306","0.623","0.92","0.195","0.132","0.09","0.027","0.035",""
"LAV410","2001.0","13.0","03/27/2001 09:00:00","04/03/2001 08:00:00","0.103","0.433","0.137","0.106","0.241","0.147","0.076","0.021","0.014","0.019",""
"LAV410","2006.0","13.0","03/28/2006 09:00:00","04/04/2006 08:00:00","0.108","0.345","0.072","0.1","0.17","0.101","0.025","0.032","0.009","0.01","0.015"
"LAV410","2008.0","13.0","03/25/2008 09:00:00","04/01/2008 08:00:00","0.236","0.592","0.066","0.141","0.205","0.182","0.042","0.039","0.011","0.018","0.015"
"LAV410","2002.0","11.0","03/12/2002 09:00:00","03/19/2002 08:00:00","0.109","0.328","0.115","0.084","0.197","0.099","0.03","0.083","0.014","0.014",""
"LAV410","2015.0","11.0","03/10/2015 09:00:00","03/17/2015 08:00:00","0.828","0.265","0.23","0.294","0.519","0.116","0.089","0.039","0.019","0.027","0.062"
"LAV410","2009.0","10.0","03/03/2009 09:00:00","03/10/2009 08:00:00","0.139","0.168","0.107","0.088","0.194","0.061","0.031","0.045","0.008","0.009","0.026"
"LAV410","2016.0","14.0","03/29/2016 09:00:00","04/05/2016 08:00:00","0.204","0.499","0.345","0.057","0.402","0.151","0.122","0.416","0.033","0.071","0.087"
"LAV410","2014.0","10.0","03/04/2014 09:00:00","03/11/2014 08:00:00","0.092","0.132","0.07","0.053","0.122","0.037","0.02","0.051","0.009","0.012","0.045"
"LAV410","1999.0","10.0","03/02/1999 09:00:00","03/09/1999 08:00:00","0.12","0.228","0.139","0.107","0.244","0.104","","","","",""
